,Unnamed: 0,Room Description,Guest Room Info,Room Description Expanded,gemini_roomtype_result,pred_text,match,gemini_otherattr_result,attrs,roomType,bedType,ratePlanInclusives,roomAmenities,mealPlan,roomView,taxesAndFees
10444,10444,15PCT SPECIAL COMMISSION RATE|XL LOFT - 40SQM - 430SQFT5 - DOUBLE BED - WALK-IN CLOSET - DESK - TELEFONE - SLEEPS 2 -,Loft,15PCT SPECIAL COMMISSION RATE|XL LOFT - 40SQM - 430SQFT5 - DOUBLE BED - WALK-IN CLOSET - DESK - TELEFONE - SLEEPS 2 -,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Loft,0.9\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.3380962610244751
}
usage_metadata {
  prompt_token_count: 371
  candidates_token_count: 6
  total_token_count: 377
}
model_version: ""gemini-1.5-flash-002""
",Loft,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Loft\"",\n  \""bedType\"": \""Double/Full Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Walk-in closet\"",\n    \""Desk\"",\n    \""Telephone\""\n  ],\n  \""roomAmenities\"": [\n    \""Desk\"",\n    \""Telephone\"",\n    \""Walk-in closet\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.141281515
    severity: HARM_SEVERITY_LOW
    severity_score: 0.216011539
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0440186746
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.143187895
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0980794281
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.187132955
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0769609585
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.193147466
  }
  avg_logprobs: -0.0033512051249372549
}
usage_metadata {
  prompt_token_count: 4321
  candidates_token_count: 116
  total_token_count: 4437
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Loft', 'bedType': 'Double/Full Bed', 'ratePlanInclusives': 'Walk-in closet, Desk, Telephone', 'roomAmenities': 'Desk, Telephone, Walk-in closet', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Loft,Double/Full Bed,"Walk-in closet, Desk, Telephone","Desk, Telephone, Walk-in closet",Unknown,Unknown,Unknown
16536,16536,DISCOUNTED RATE|COMFORT ROOM-19SQM-SINGLE OR DOUBLE-AC-FREE WIFI-TELEPHONE- CABLE-TV 26 INCH-SAFE-MINIBAR,Comfort Room,DISCOUNTED RATE|COMFORT ROOM-19SQM-SINGLE OR DOUBLE-AC-FREE WIFI-TELEPHONE- CABLE-TV 26 INCH-SAFE-MINIBAR,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Comfort Room,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.00036474282387644053
}
usage_metadata {
  prompt_token_count: 365
  candidates_token_count: 8
  total_token_count: 373
}
model_version: ""gemini-1.5-flash-002""
",Comfort Room,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Comfort Room\"",\n  \""bedType\"": [\""Single Bed\"", \""Double/Full Bed\""],\n  \""ratePlanInclusives\"": [\""Air conditioning\"", \""Wireless internet connection\"", \""Telephone\"", \""Cable television\"", \""In Room Safe\"", \""Minibar\""],\n  \""roomAmenities\"": [\""Air conditioning\"", \""Wireless internet connection\"", \""Telephone\"", \""Cable television\"", \""In Room Safe\"", \""Minibar\""],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.0850991607
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.150029
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0384663157
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.111241356
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0705596507
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.132964358
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0656049177
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.172171667
  }
  avg_logprobs: -0.011190901591083196
}
usage_metadata {
  prompt_token_count: 4315
  candidates_token_count: 127
  total_token_count: 4442
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Comfort Room', 'bedType': 'Single Bed, Double/Full Bed', 'ratePlanInclusives': 'Air conditioning, Wireless internet connection, Telephone, Cable television, In Room Safe, Minibar', 'roomAmenities': 'Air conditioning, Wireless internet connection, Telephone, Cable television, In Room Safe, Minibar', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Comfort Room,"Single Bed, Double/Full Bed","Air conditioning, Wireless internet connection, Telephone, Cable television, In Room Safe, Minibar","Air conditioning, Wireless internet connection, Telephone, Cable television, In Room Safe, Minibar",Unknown,Unknown,Unknown
4156,4156,CCRA PGHP PROMOTIONAL RATE|LIBERTY KING BED RM 300 SQ FT.,King Bedroom,CCRA PGHP PROMOTIONAL RATE|LIBERTY KING BED ROOM 300 SQ FT.,"candidates {
  content {
    role: ""model""
    parts {
      text: ""King Bedroom,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.0044455593451857567
}
usage_metadata {
  prompt_token_count: 346
  candidates_token_count: 8
  total_token_count: 354
}
model_version: ""gemini-1.5-flash-002""
",King Bedroom,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""King Bedroom\"",\n  \""bedType\"": \""King Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Unknown\""\n  ],\n  \""roomAmenities\"": [],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.0913820341
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.1847675
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0402380042
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.120853223
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.060086742
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.156104967
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0838904828
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.157137156
  }
  avg_logprobs: -0.0019334493963806718
}
usage_metadata {
  prompt_token_count: 4296
  candidates_token_count: 81
  total_token_count: 4377
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'King Bedroom', 'bedType': 'King Bed', 'ratePlanInclusives': 'Unknown', 'roomAmenities': '', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",King Bedroom,King Bed,Unknown,,Unknown,Unknown,Unknown
13166,13166,VILLA - BEST AVAILABLE RATE|6 BEDROOM OCEAN VIEW VILLA * PRIVATE POOL * LIVING ROOM - KITCHEN * FULLY STAFFED,Villa,VILLA - BEST AVAILABLE RATE|6 BEDROOM OCEAN VIEW VILLA * PRIVATE POOL * LIVING ROOM - KITCHEN * FULLY STAFFED,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Villa,1.0\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.048544406890869141
}
usage_metadata {
  prompt_token_count: 349
  candidates_token_count: 6
  total_token_count: 355
}
model_version: ""gemini-1.5-flash-002""
",Villa,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\""roomType\"": \""Villa\"", \""bedType\"": [\""King Bed\""], \""ratePlanInclusives\"": [\""Private pool\"", \""Fully staffed\""], \""roomAmenities\"": [\""Private pool\""], \""mealPlan\"": \""Unknown\"", \""roomView\"": \""Ocean view\"", \""taxesAndFees\"": \""Unknown\""}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.0875639394
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.185947239
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0534033142
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.182425365
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0675468594
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.181263119
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0850991607
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.134776011
  }
  avg_logprobs: -0.054815751133543075
}
usage_metadata {
  prompt_token_count: 4299
  candidates_token_count: 66
  total_token_count: 4365
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Villa', 'bedType': 'King Bed', 'ratePlanInclusives': 'Private pool, Fully staffed', 'roomAmenities': 'Private pool', 'mealPlan': 'Unknown', 'roomView': 'Ocean view', 'taxesAndFees': 'Unknown'}",Villa,King Bed,"Private pool, Fully staffed",Private pool,Unknown,Ocean view,Unknown
27290,27290,"STAY PASS|WORK ANYWHERE STAY PASS, SEE RATE DETAILS, STUDIO, 1 KING",Studio Room,"STAY PASS|WORK ANYWHERE STAY PASS, SEE RATE DETAILS, STUDIO, 1 KING","candidates {
  content {
    role: ""model""
    parts {
      text: ""Studio,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.026825310928480967
}
usage_metadata {
  prompt_token_count: 343
  candidates_token_count: 7
  total_token_count: 350
}
model_version: ""gemini-1.5-flash-002""
",Studio,False,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Studio Room\"",\n  \""bedType\"": \""King Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Unknown\""\n  ],\n  \""roomAmenities\"": [\n    \""Unknown\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.115960866
    severity: HARM_SEVERITY_LOW
    severity_score: 0.204342186
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0481366813
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.133867636
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0747700408
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.157137156
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0803574324
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.175538197
  }
  avg_logprobs: -0.020893218811978115
}
usage_metadata {
  prompt_token_count: 4293
  candidates_token_count: 89
  total_token_count: 4382
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Studio Room', 'bedType': 'King Bed', 'ratePlanInclusives': 'Unknown', 'roomAmenities': 'Unknown', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Studio Room,King Bed,Unknown,Unknown,Unknown,Unknown,Unknown
1616,1616,BED  BREAKFAST|RIVER SUITE-SUPER KING-180 DEGREE THAMES VIEWS 1.5BATH-TV OVER BATHTUB-COMP WIFI-LEDTV-80SQM,Suite,BED  BREAKFAST|RIVER SUITE-SUPER KING-180 DEGREE THAMES VIEWS 1.5BATH-TV OVER BATHTUB-COMP WIFI-LEDTV-80SQM,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Suite,0.9\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.032104785243670143
}
usage_metadata {
  prompt_token_count: 366
  candidates_token_count: 6
  total_token_count: 372
}
model_version: ""gemini-1.5-flash-002""
",Suite,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Suite\"",\n  \""bedType\"": \""King Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Complimentary wireless internet\""\n  ],\n  \""roomAmenities\"": [\n    \""Television\"",\n    \""Wireless internet connection\""\n  ],\n  \""mealPlan\"": \""Breakfast\"",\n  \""roomView\"": \""River view\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.142232075
    severity: HARM_SEVERITY_LOW
    severity_score: 0.236516431
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0583459213
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.157137156
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0980794281
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.181263119
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0769609585
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.19930841
  }
  avg_logprobs: -0.013667508809253423
}
usage_metadata {
  prompt_token_count: 4316
  candidates_token_count: 99
  total_token_count: 4415
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Suite', 'bedType': 'King Bed', 'ratePlanInclusives': 'Complimentary wireless internet', 'roomAmenities': 'Television, Wireless internet connection', 'mealPlan': 'Breakfast', 'roomView': 'River view', 'taxesAndFees': 'Unknown'}",Suite,King Bed,Complimentary wireless internet,"Television, Wireless internet connection",Breakfast,River view,Unknown
7508,7508,GDS WINTER ESCAPES 2 NIGHT PAC|PREMIUM TWIN ROOM NON ISO HOTEL FREE WIFI SPACIOUS INCLUDES BFAST FOR 2 AND VALET PARKING BOTTLE OF WINE ON ARRIVAL AND LCO 12PM,Twin Room,GDS WINTER ESCAPES 2 NIGHT PAC|PREMIUM TWIN ROOM NON ISO HOTEL FREE WIFI SPACIOUS INCLUDES BFAST FOR 2 AND VALET PARKING BOTTLE OF WINE ON ARRIVAL AND LCO 12PM,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Twin Room,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.000413601694162935
}
usage_metadata {
  prompt_token_count: 371
  candidates_token_count: 8
  total_token_count: 379
}
model_version: ""gemini-1.5-flash-002""
",Twin Room,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Twin Room\"",\n  \""bedType\"": \""Twin/Single Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Free WIFI\"",\n    \""Breakfast for 2\"",\n    \""Valet Parking\"",\n    \""Bottle of wine on arrival\"",\n    \""Late checkout 12PM\""\n  ],\n  \""roomAmenities\"": [\n    \""Wireless internet connection\""\n  ],\n  \""mealPlan\"": \""Breakfast\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.117572024
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.187132955
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0474259891
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.155078605
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0769609585
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.128525272
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.147064269
    severity: HARM_SEVERITY_LOW
    severity_score: 0.22953552
  }
  avg_logprobs: -0.013506057672202587
}
usage_metadata {
  prompt_token_count: 4321
  candidates_token_count: 128
  total_token_count: 4449
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Twin Room', 'bedType': 'Twin/Single Bed', 'ratePlanInclusives': 'Free WIFI, Breakfast for 2, Valet Parking, Bottle of wine on arrival, Late checkout 12PM', 'roomAmenities': 'Wireless internet connection', 'mealPlan': 'Breakfast', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Twin Room,Twin/Single Bed,"Free WIFI, Breakfast for 2, Valet Parking, Bottle of wine on arrival, Late checkout 12PM",Wireless internet connection,Breakfast,Unknown,Unknown
28069,28069,AMEX PREFERRED FAMILY|CABANA POOLSIDE-POOL VIEW-1 KING BED-350 SQ.FT. DIRECT POOL ACCESS-FLAT SCREEN TV-BATHROBES,Cabana,AMEX PREFERRED FAMILY|CABANA POOLSIDE-POOL VIEW-1 KING BED-350 SQ.FT. DIRECT POOL ACCESSIBLE-FLAT SCREEN TV-BATHROBES,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Cabana,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.010026147589087486
}
usage_metadata {
  prompt_token_count: 362
  candidates_token_count: 8
  total_token_count: 370
}
model_version: ""gemini-1.5-flash-002""
",Cabana,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Cabana\"",\n  \""bedType\"": [\""King Bed\""],\n  \""ratePlanInclusives\"": [\""Flat Screen TV\"", \""Bathrobes\""],\n  \""roomAmenities\"": [\""Flat Screen TV\"", \""Bathrobes\""],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Pool view\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.0913820341
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.187132955
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0481366813
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.119203046
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0627891719
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.163445756
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0803574324
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.176671848
  }
  avg_logprobs: -0.012137216991848415
}
usage_metadata {
  prompt_token_count: 4312
  candidates_token_count: 90
  total_token_count: 4402
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Cabana', 'bedType': 'King Bed', 'ratePlanInclusives': 'Flat Screen TV, Bathrobes', 'roomAmenities': 'Flat Screen TV, Bathrobes', 'mealPlan': 'Unknown', 'roomView': 'Pool view', 'taxesAndFees': 'Unknown'}",Cabana,King Bed,"Flat Screen TV, Bathrobes","Flat Screen TV, Bathrobes",Unknown,Pool view,Unknown
21535,21535,BED AND BREAKFAST|SUPERIOR QUEEN-1 QUEEN-FREE WIFI-WALK IN SHOWER-OPENING WINDOW- TEA COFFEE MAKING-DESK-HEATING-,Superior Room,BED AND BREAKFAST|SUPERIOR QUEEN-1 QUEEN-FREE WIFI-WALK IN SHOWER-OPENING WINDOW- TEA COFFEE MAKING-DESK-HEATING-,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Queen Bedroom,0.8\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.013223088213375636
}
usage_metadata {
  prompt_token_count: 357
  candidates_token_count: 7
  total_token_count: 364
}
model_version: ""gemini-1.5-flash-002""
",Queen Bedroom,False,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Superior Room\"",\n  \""bedType\"": \""Queen Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Free WIFI\"",\n    \""Complimentary in-room coffee or tea\""\n  ],\n  \""roomAmenities\"": [\n    \""Walk-in shower\"",\n    \""Desk\"",\n    \""Heating\"",\n    \""Ironing board\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.125065371
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.172171667
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.046725072
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.132964358
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0769609585
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.132066235
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.125065371
    severity: HARM_SEVERITY_LOW
    severity_score: 0.239349887
  }
  avg_logprobs: -0.011905074119567871
}
usage_metadata {
  prompt_token_count: 4307
  candidates_token_count: 122
  total_token_count: 4429
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Superior Room', 'bedType': 'Queen Bed', 'ratePlanInclusives': 'Free WIFI, Complimentary in-room coffee or tea', 'roomAmenities': 'Walk-in shower, Desk, Heating, Ironing board', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Superior Room,Queen Bed,"Free WIFI, Complimentary in-room coffee or tea","Walk-in shower, Desk, Heating, Ironing board",Unknown,Unknown,Unknown
1377,1377,"REGULAR RATE|FLEXIBLE RATE, TOWER SUITE, 1 BEDROOM SUITE, 1 KING, SOFA BED, CITY VIEW",Suite,"REGULAR RATE|FLEXIBLE RATE, TOWER SUITE, 1 BEDROOM SUITE, 1 KING, SOFA BED, CITY VIEW","candidates {
  content {
    role: ""model""
    parts {
      text: ""Tower Suite,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.052458614110946655
}
usage_metadata {
  prompt_token_count: 350
  candidates_token_count: 8
  total_token_count: 358
}
model_version: ""gemini-1.5-flash-002""
",Tower Suite,False,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Suite\"",\n  \""bedType\"": [\""King Bed\"", \""Sofa Bed\""],\n  \""ratePlanInclusives\"": [\""Flexible Rate\""],\n  \""roomAmenities\"": [],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""City view\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.0888204128
    severity: HARM_SEVERITY_LOW
    severity_score: 0.200557858
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0367695056
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.115960866
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0815197825
    severity: HARM_SEVERITY_LOW
    severity_score: 0.204342186
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.060086742
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.127652913
  }
  avg_logprobs: -0.0041772305965423586
}
usage_metadata {
  prompt_token_count: 4300
  candidates_token_count: 80
  total_token_count: 4380
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Suite', 'bedType': 'King Bed, Sofa Bed', 'ratePlanInclusives': 'Flexible Rate', 'roomAmenities': '', 'mealPlan': 'Unknown', 'roomView': 'City view', 'taxesAndFees': 'Unknown'}",Suite,"King Bed, Sofa Bed",Flexible Rate,,Unknown,City view,Unknown
